100.582	3953
101.867	3912.6
103.152	3865.2
104.437	3875.6
105.721	3891
107.004	3834.6
108.287	3815.6
109.571	3811.2
110.853	3777.8
112.136	3799.2
113.418	3785
114.7	3759.4
115.981	3751.8
117.262	3698.6
118.543	3666.8
119.823	3625.2
121.103	3589.6
122.383	3530.6
123.663	3553.6
124.942	3497.8
126.221	3428.8
127.499	3395.4
128.777	3389
130.056	3424.4
131.333	3378.6
132.61	3350.8
133.887	3321.4
135.163	3323.2
136.439	3307.4
137.715	3271.2
138.992	3303.2
140.267	3242.6
141.541	3188.6
142.816	3160.6
144.09	3152.2
145.364	3106.4
146.637	3064.2
147.911	3017.6
149.184	2974.6
150.457	2976.8
151.729	2921.8
153.001	2916.8
154.273	2912
155.544	2878.2
156.815	2831.8
158.086	2835
159.356	2774.6
160.626	2800.6
161.896	2763.8
163.165	2726.2
164.434	2749.2
165.703	2724
166.971	2732.4
168.24	2720.4
169.507	2667.2
170.774	2646.6
172.042	2664.2
173.309	2617.6
174.575	2574
175.841	2551.2
177.107	2557.6
178.373	2498
179.637	2524.2
180.902	2522.4
182.167	2489.4
183.431	2462.2
184.695	2396.4
185.958	2387.4
187.222	2344.8
188.485	2338.4
189.747	2308.6
191.009	2332.6
192.272	2306.4
193.534	2310.2
194.795	2269.8
196.055	2296.6
197.316	2285
198.577	2257.8
199.837	2254.2
201.096	2259.4
202.356	2276.6
203.615	2263.6
204.873	2215
206.132	2222
207.39	2240
208.648	2203
209.905	2212.2
211.162	2174.8
212.419	2168.4
213.675	2150.2
214.932	2152
216.187	2144
217.443	2139.2
218.697	2105.6
219.953	2090.2
221.207	2059.8
222.462	2093.8
223.715	2056.4
224.969	2021.8
226.222	2029.8
227.475	1994.6
228.727	2002.6
229.98	1996.2
231.232	2005
232.483	2016.4
233.734	1992.2
234.986	2007.2
236.236	1978.8
237.486	1966.2
238.737	1961
239.986	1993.6
241.235	2007.8
242.484	1975.2
243.733	1975.8
244.981	2003.2
246.229	2005.8
247.477	1973.8
248.725	1996.2
249.971	1996.6
251.219	1963.2
252.465	1978.8
253.711	1974.8
254.957	1932.8
256.203	1907.4
257.448	1927.2
258.693	1896.4
259.937	1901.8
261.181	1857.2
262.425	1865
263.669	1861.8
264.912	1838.4
266.155	1843
267.398	1859.8
268.64	1821.2
269.881	1806.6
271.123	1795.6
272.364	1815.6
273.605	1786.8
274.846	1802.6
276.086	1761.2
277.326	1776.8
278.566	1767.8
279.806	1764.6
281.045	1757.2
282.283	1756.4
283.522	1718.8
284.76	1715.8
285.998	1696.4
287.235	1728.6
288.473	1697.8
289.71	1701.2
290.946	1700.2
292.182	1692.2
293.418	1676
294.654	1675.8
295.888	1676.2
297.123	1655.2
298.358	1636.6
299.592	1660
300.826	1662.6
302.06	1638.2
303.293	1609.6
304.526	1612.8
305.759	1610.2
306.991	1610
308.223	1591.6
309.455	1560.6
310.687	1572
311.917	1538.8
313.148	1555.8
314.379	1520
315.609	1521.6
316.839	1514.4
318.068	1495.4
319.297	1511.8
320.526	1504
321.754	1497.6
322.982	1477.2
324.21	1446.2
325.438	1475.4
326.665	1459.4
327.892	1455.8
329.118	1437.4
330.345	1469.2
331.571	1467
332.797	1419.6
334.022	1442.2
335.247	1413.4
336.471	1418.2
337.696	1394.2
338.92	1408
340.144	1391.4
341.367	1377.8
342.591	1379
343.813	1366
345.036	1353.8
346.257	1349.2
347.48	1353.8
348.701	1346.4
349.922	1341.2
351.143	1327
352.363	1299.4
353.583	1310.8
354.803	1299.2
356.023	1308.4
357.243	1305.4
358.462	1289.8
359.68	1266.2
360.899	1259
362.117	1266.6
363.334	1235.2
364.551	1257
365.769	1247.4
366.986	1220
368.202	1212.6
369.418	1214.8
370.633	1212.4
371.849	1210
373.065	1200.4
374.279	1177.6
375.494	1183.2
376.708	1160
377.921	1196.2
379.136	1183
380.349	1182.6
381.562	1178.6
382.774	1157.4
383.987	1144.8
385.198	1131.8
386.41	1125
387.621	1120.2
388.832	1127.6
390.043	1113
391.253	1142.6
392.463	1117.6
393.674	1094.2
394.883	1117.2
396.092	1103.2
397.301	1105
398.509	1107.4
399.717	1134.8
400.925	1087.4
402.133	1115.4
403.34	1107
404.547	1103.6
405.753	1092.4
406.96	1066
408.165	1093.8
409.371	1074.2
410.576	1059.6
411.781	1042.6
412.986	1072.2
414.191	1074.4
415.394	1049.6
416.598	1050.2
417.802	1064.2
419.005	1052.6
420.208	1053.2
421.41	1075.6
422.613	1060
423.815	1039.2
425.016	1028
426.217	1028.6
427.418	1032.2
428.619	1062.2
429.818	1034.8
431.019	1026.4
432.218	1050
433.418	1038.6
434.617	1036.6
435.815	1041.4
437.014	1018.8
438.212	1008.2
439.41	1005.6
440.607	1014.8
441.805	1017.8
443.001	1006.2
444.198	986.4
445.394	1000
446.59	1013.8
