100.582	520
101.867	490
103.152	492.5
104.437	500.5
105.721	516.5
107.004	487.5
108.287	448.5
109.571	463
110.853	445
112.136	469
113.418	429.5
114.7	419
115.981	438
117.262	441
118.543	422
119.823	391
121.103	407
122.383	416.5
123.663	375
124.942	366.5
126.221	387.5
127.499	379
128.777	378
130.056	361.5
131.333	364.5
132.61	353
133.887	350
135.163	358
136.439	366.5
137.715	326
138.992	345.5
140.267	334
141.541	305.5
142.816	296
144.09	326
145.364	309
146.637	310
147.911	287.5
149.184	293.5
150.457	293.5
151.729	287
153.001	294.5
154.273	272
155.544	268.5
156.815	264
158.086	257
159.356	255
160.626	228
161.896	241
163.165	247
164.434	237
165.703	246
166.971	226.5
168.24	226.5
169.507	228.5
170.774	214.5
172.042	235
173.309	219
174.575	217
175.841	223
177.107	220
178.373	204.5
179.637	203
180.902	192
182.167	210
183.431	201
184.695	199
185.958	210.5
187.222	197.5
188.485	182
189.747	201
191.009	190.5
192.272	171
193.534	195
194.795	179.5
196.055	191.5
197.316	175
198.577	181
199.837	186
201.096	194.5
202.356	174
203.615	179
204.873	180
206.132	188
207.39	194
208.648	184
209.905	187
211.162	173
212.419	168.5
213.675	187
214.932	191
216.187	182
217.443	188
218.697	182
219.953	166.5
221.207	141
222.462	156
223.715	169
224.969	173
226.222	164
227.475	153.5
228.727	152.5
229.98	150
231.232	167.5
232.483	171.5
233.734	160.5
234.986	163
236.236	151
237.486	161
238.737	151.5
239.986	150
241.235	182.5
242.484	171.5
243.733	196.5
244.981	204.5
246.229	221
247.477	246
248.725	266
249.971	270.5
251.219	256
252.465	239
253.711	202.5
254.957	157
256.203	149
257.448	161
258.693	177.5
259.937	177
261.181	170.5
262.425	142
263.669	168.5
264.912	166.5
266.155	137
267.398	135
268.64	144
269.881	146
271.123	139.5
272.364	140
273.605	133
274.846	125
276.086	130
277.326	126
278.566	147
279.806	127.5
281.045	126.5
282.283	130.5
283.522	128
284.76	117.5
285.998	128.5
287.235	115
288.473	101
289.71	112
290.946	109.5
292.182	127
293.418	100
294.654	115.5
295.888	102.5
297.123	113
298.358	96
299.592	120
300.826	99
302.06	94
303.293	106
304.526	96
305.759	100
306.991	99.5
308.223	104.5
309.455	87
310.687	102
311.917	84
313.148	98.5
314.379	104
315.609	83
316.839	81
318.068	91.5
319.297	98
320.526	84.5
321.754	94
322.982	81.5
324.21	66
325.438	77
326.665	105.5
327.892	77
329.118	67
330.345	83
331.571	82.5
332.797	93
334.022	85
335.247	79.5
336.471	80
337.696	81
338.92	81
340.144	94
341.367	84.5
342.591	78.5
343.813	79
345.036	77
346.257	81
347.48	86.5
348.701	77.5
349.922	79.5
351.143	74
352.363	73
353.583	77
354.803	87.5
356.023	75
357.243	64
358.462	74.5
359.68	86.5
360.899	72
362.117	84
363.334	82
364.551	59
365.769	73
366.986	80.5
368.202	69.5
369.418	53
370.633	67
371.849	72
373.065	74
374.279	60.5
375.494	71
376.708	61.5
377.921	76
379.136	78.5
380.349	62
381.562	65
382.774	56.5
383.987	65
385.198	77
386.41	68.5
387.621	62
388.832	50.5
390.043	60.5
391.253	64
392.463	62
393.674	70.5
394.883	50
396.092	57
397.301	66.5
398.509	60.5
399.717	63
400.925	54
402.133	66
403.34	55
404.547	56
405.753	66.5
406.96	66.5
408.165	65.5
409.371	56
410.576	59
411.781	58
412.986	59
414.191	54.5
415.394	54.5
416.598	50.5
417.802	53
419.005	53.5
420.208	62
421.41	58
422.613	52.5
423.815	44
425.016	40
426.217	44
427.418	48
428.619	45.5
429.818	41
431.019	43.5
432.218	40
433.418	50.5
434.617	48
435.815	43.5
437.014	59.5
438.212	47.5
439.41	50
440.607	44.5
441.805	49
443.001	44
444.198	50
445.394	43
446.59	60.5
447.785	31
448.98	49.5
450.175	51
451.37	43
452.564	47.5
453.758	41
454.952	41
456.145	47
457.339	43.5
458.531	32
459.724	45.5
460.916	45
462.107	37.5
463.299	45
464.49	47
465.681	52
466.871	38.5
468.062	46.5
469.252	31.5
470.441	45.5
471.631	49
472.819	32
474.008	-2
475.196	37.5
476.385	31
477.572	31.5
478.76	28
479.946	37
481.133	36.5
482.32	33
483.506	35
484.692	37
485.877	44.5
487.063	28
488.247	25
489.432	26.5
490.616	53
491.8	32.5
492.984	35.5
494.167	29.5
495.35	27.5
496.533	30.5
497.715	42.5
498.897	48
500.079	39
501.26	31
502.441	29
503.622	38
504.803	33
505.983	39.5
507.163	45
508.342	10
509.522	21.5
510.701	38.5
511.88	40
513.058	28
514.236	25
515.413	28.5
516.591	21.5
517.768	39.5
518.945	37
520.121	31
521.297	27
522.473	25
523.648	31
524.823	32.5
525.998	8
527.173	19
528.348	32
529.522	32
530.694	24.5
531.868	30
533.041	21.5
534.214	14
535.386	15
536.558	33.5
537.731	17
538.902	18
540.073	14
541.244	21.5
542.414	17.5
543.585	13.5
544.754	20
545.924	39
547.094	1.5
548.262	16
549.431	21.5
550.6	19
551.767	0
552.935	26.5
554.103	8.5
555.27	21.5
556.436	18
557.603	12
558.769	21.5
559.935	8.5
561.1	22
562.266	26.5
563.431	22.5
564.595	-6
565.759	11
566.924	22.5
568.087	16
569.25	22.5
570.414	23.5
571.576	20.5
572.739	13
573.901	10
575.062	17
576.224	27
577.385	0.5
578.546	22.5
579.707	24
580.867	20.5
582.028	34
583.187	37
584.347	25
585.505	10
586.664	19
587.822	23
588.98	23
590.138	22
591.296	27.5
592.453	29
593.61	27
594.767	25.5
595.922	26.5
597.079	30.5
598.234	8.5
599.39	34
600.544	32
601.699	24.5
602.854	18
604.008	31
605.161	19
606.315	10
607.468	40
608.621	23
609.774	2
610.926	-9
612.078	16
613.229	13
614.381	19
615.532	13
616.682	17
617.833	18
618.983	1
620.133	12.5
621.282	34.5
622.431	18
623.58	-2
624.729	18.5
625.877	15
627.025	1
628.172	10
629.32	20
630.467	13
631.614	11
632.76	26
633.906	21
635.052	18
636.197	11
637.343	20
638.488	13
639.632	12.5
640.776	-9
641.92	17
643.064	9.5
644.207	7
645.35	5
646.493	22.5
647.635	11.5
648.777	14
649.919	13
651.06	1
652.202	13
653.342	17.5
654.483	3
655.624	1
656.764	-13
657.903	10.5
659.043	9
660.181	8
661.32	-8
662.459	14
663.596	-2
664.735	-1
665.872	7
667.009	5
668.146	10.5
669.282	7
670.419	14.5
671.555	5
672.69	4
673.826	-5
674.96	7
676.096	5.5
677.23	1
678.364	-8.5
679.498	14
680.631	16
681.765	-2
682.897	10.5
684.03	11.5
685.163	4
686.294	-5
687.426	-2
688.557	13
689.689	17
690.819	-4.5
691.949	23.5
693.079	8.5
694.21	13
695.339	20
696.468	12.5
697.597	10.5
698.725	-11
699.854	26
700.982	6.5
702.11	-5
703.237	13
704.364	25.5
705.491	14.5
706.617	18
707.744	28
708.87	24.5
709.995	7
711.12	-4
712.245	26.5
713.37	21.5
714.495	20
715.618	27
716.742	30.5
717.865	32.5
718.989	11.5
720.112	46.5
721.234	32.5
722.356	30
723.478	3.5
724.6	23
725.721	17
726.842	18.5
727.962	15
729.083	38.5
730.203	25
731.323	18
732.442	23
733.562	23.5
734.681	10
735.799	6
736.917	19
738.036	25.5
739.153	10.5
740.27	21
741.387	17.5
742.505	2
743.62	11
744.736	13
745.853	20
746.968	12.5
748.083	11
749.199	15
750.313	16
751.427	12
752.541	21
753.655	23
754.768	20
755.882	10
756.994	31
758.107	15.5
759.219	14.5
760.331	-5.5
761.443	20.5
762.554	14
763.665	9
764.776	11
765.885	21
766.996	15
768.106	14.5
769.215	19
770.324	25.5
771.434	12
772.542	5
773.65	20
774.758	15
775.865	0
776.973	7
778.081	25
779.187	-1.5
780.293	-1
781.399	27
782.506	19.5
783.611	-6
784.716	15
785.821	19.5
786.926	20
788.03	7.5
789.134	11
790.238	9.5
791.341	15
792.444	-2
793.547	9
794.65	30.5
795.752	-6
796.854	18
797.956	18
799.057	4
800.158	6
801.259	31
802.359	17.5
803.459	7
804.559	14.5
805.659	29
806.758	12.5
807.857	15.5
808.955	22
810.053	39
811.152	16.5
812.25	17
813.347	37
814.444	19
815.541	10
816.638	24
817.733	44.5
818.83	29
819.925	29
821.02	26.5
822.115	41
823.21	25
824.305	28
825.398	52.5
826.492	47
827.586	44
828.679	41
829.772	64.5
830.865	54
831.957	43
833.049	59
834.141	55.5
835.232	58
836.323	69
837.414	68
838.505	77
839.595	55
840.685	57
841.774	85.5
842.864	64
843.952	62
845.041	55
846.129	74.5
847.218	50
848.306	65.5
849.393	70.5
850.48	61
851.567	41
852.654	64
853.74	65
854.826	63
855.912	36
856.997	52
858.082	53
859.167	42
860.252	55.5
861.336	67
862.42	64
863.504	54
864.587	67.5
865.67	74.5
866.753	54
867.835	54
868.917	53
869.999	64
871.081	61
872.162	61
873.243	58.5
874.323	64
875.404	52.5
876.484	73.5
877.564	55.5
878.643	62.5
879.722	58
880.802	43
881.88	69
882.958	58
884.036	71
885.113	66
886.191	56
887.268	41
888.344	58.5
889.421	69
890.498	55
891.573	23
892.649	52.5
893.724	53
894.799	30.5
895.874	35
896.948	53.5
898.022	38
899.096	16
900.17	38
901.243	60.5
902.315	48.5
903.389	35
904.461	48.5
905.533	44
906.605	34
907.676	42
908.747	47.5
909.818	55
910.888	44.5
911.958	54.5
913.028	64
914.098	59.5
915.167	36.5
916.237	57
917.306	49
918.374	45.5
919.442	48.5
920.51	45
921.577	49
922.644	24.5
923.711	45.5
924.778	40
925.845	32.5
926.911	36
927.977	42
929.042	35.5
930.107	44
931.173	47
932.237	40.5
933.301	46.5
934.365	46
935.429	44
936.492	32.5
937.556	38
938.619	49
939.681	50
940.743	34.5
941.805	32
942.867	33.5
943.928	48
944.989	29
946.05	39
947.11	43
948.17	40.5
949.23	40
950.29	38
951.349	31
952.409	42.5
953.467	38
954.526	44
955.584	35
956.641	38.5
957.699	28
958.756	41.5
959.813	54
960.869	33
961.926	34
962.982	44.5
964.038	35
965.094	27
966.149	51.5
967.204	41
968.258	51
969.312	62.5
970.366	54.5
971.42	51.5
972.473	56
973.527	51
974.58	30
975.631	45
976.684	35
977.736	12
978.787	32.5
979.839	31.5
980.89	26
981.94	20.5
982.991	18.5
984.041	28.5
985.091	34
986.141	20.5
987.19	8.5
988.239	19
989.288	32
990.336	21.5
991.384	16
992.432	16
993.48	26.5
994.527	29.5
995.574	18
996.62	15.5
997.666	30.5
998.713	16
999.759	22.5
1000.8	25
1001.85	13.5
1002.89	25
1003.94	20
1004.98	23
1006.03	30
1007.07	23.5
1008.11	26
1009.16	26
1010.2	24.5
1011.24	23
1012.29	29.5
1013.33	19
1014.37	21
1015.41	19
1016.45	27
1017.49	26
1018.53	19
1019.57	33
1020.61	24.5
1021.65	17
1022.69	22
1023.73	21
1024.77	15
1025.81	7
1026.85	32.5
1027.88	24.5
1028.92	33
1029.96	33.5
1031	31.5
1032.03	13
1033.07	23.5
1034.1	14
1035.14	23.5
1036.18	16
1037.21	31
1038.25	30.5
1039.28	31.5
1040.32	40.5
1041.35	28.5
1042.38	31
1043.42	30
1044.45	32.5
1045.48	25.5
1046.52	45.5
1047.55	20
1048.58	26
1049.61	26
1050.64	20.5
1051.67	36
1052.71	31
1053.74	32
1054.77	34
1055.8	33
1056.83	36
1057.85	49
1058.88	30
1059.91	51
1060.94	55
1061.97	43
1063	45
1064.03	45
1065.05	51.5
1066.08	41
1067.11	46
1068.13	59
1069.16	54
1070.19	44.5
1071.21	60
1072.24	56.5
1073.26	59.5
1074.29	49
1075.31	60
1076.34	52.5
1077.36	43.5
1078.38	60
1079.41	66
1080.43	56.5
1081.45	50
1082.47	52
1083.5	48
1084.52	40
1085.54	63
1086.56	64
1087.58	59.5
1088.6	44
1089.62	36
1090.64	54
1091.66	34
1092.68	30
1093.7	40.5
1094.72	27.5
1095.74	35
1096.76	36
1097.78	35
1098.79	31
1099.81	14
1100.83	34
1101.85	35
1102.86	28
1103.88	21
1104.9	26.5
1105.91	26
1106.93	39
1107.94	33.5
1108.96	22
1109.97	37
1110.99	23
1112	22
1113.01	27.5
1114.03	11.5
1115.04	13
1116.05	12.5
1117.07	28
1118.08	28.5
1119.09	1
1120.1	27
1121.11	22
1122.13	3.5
1123.14	12
1124.15	24
1125.16	18.5
1126.17	2
1127.18	-4.5
1128.19	24
1129.2	2.5
1130.2	9
1131.21	6.5
1132.22	15
1133.23	-2.5
1134.24	-21
1135.25	0
1136.25	3
1137.26	4
1138.27	-2.5
1139.27	2
1140.28	-2
1141.28	13
1142.29	8
1143.29	6.5
1144.3	3
1145.3	5
1146.31	5
1147.31	3.5
1148.32	-5
1149.32	-6.40952
1150.32	1.14822
1151.33	5.76815
1152.33	-11.1162
1153.33	10.9228
1154.33	-7.9706
1155.33	-20.412
1156.34	4.00068
1157.34	22.5657
1158.34	9.11077
1159.34	-5.91618
1160.34	2.82791
1161.34	10.1812
1162.34	-1.6318
1163.34	1.13759
1164.34	-3.85174
1165.34	10.3275
1166.33	7.68107
1167.33	-3.37909
1168.33	2.16664
1169.33	1.27581
1170.33	8.98117
1171.32	-0.690155
1172.32	1.53196
1173.32	-5.72667
1174.31	7.51642
1175.31	11.8957
1176.31	-1.25426
1177.3	0.474048
1178.3	-1.16642
1179.29	12.8297
1180.29	0.651191
1181.28	5.14783
1182.27	-1.3935
1183.27	6.30374
1184.26	5.86089
1185.25	-1.18758
1186.25	8.02874
1187.24	2.84104
1188.23	-2.86933
1189.22	1.07133
1190.22	8.08838
1191.21	5.14194
1192.2	-1.55944
1193.19	8.53624
1194.18	1.62298
1195.17	3.73811
1196.16	5.67793
1197.15	12.7059
1198.14	6.29393
1199.13	0.717823
1200.12	16.2085
1201.11	16.476
1202.09	8.83906
1203.08	8.35105
1204.07	15.4303
1205.06	3.47915
1206.04	7.81947
1207.03	-0.348853
1208.02	20.1315
1209	2.77981
1209.99	-2.88914
1210.98	16.9714
1211.96	19.2238
1212.95	4.88309
1213.93	4.28116
1214.92	22.5817
1215.9	17.7647
1216.89	6.09707
1217.87	13.1247
1218.85	18.2795
1219.84	11.2381
1220.82	7.85234
1221.8	17.9535
1222.78	23.0935
1223.77	23.2898
1224.75	19.3714
1225.73	18.4386
1226.71	23.3836
1227.69	18.1259
1228.67	14.4136
1229.65	25.2147
1230.63	19.496
1231.61	13.4518
1232.59	24.7752
1233.57	35.4887
1234.55	31.3853
1235.53	22.1932
1236.51	23.8073
1237.49	28.839
1238.46	30.9091
1239.44	17.5302
1240.42	26.0635
1241.4	40.0995
1242.37	37.2624
1243.35	33.0814
1244.32	45.397
1245.3	49.3999
1246.28	47.3774
1247.25	49.4359
1248.23	53.7928
1249.2	55.8791
1250.18	48.928
1251.15	58.9263
1252.12	74.6611
1252.72	66.5
1253.73	64.5
1254.74	62.5
1255.75	84
1256.75	89
1257.76	81.5
1258.77	91
1259.78	91.5
1260.79	88
1261.79	90
1262.8	93
1263.81	93
1264.81	77
1265.82	71
1266.82	91
1267.83	88.5
1268.83	78.5
1269.84	75
1270.84	87
1271.85	78.5
1272.85	59
1273.86	74
1274.86	49
1275.86	65
1276.87	53
1277.87	65.5
1278.87	51
1279.88	67
1280.88	64
1281.88	60
1282.88	28.5
1283.88	49
1284.88	73
1285.88	64
1286.89	50
1287.89	61.5
1288.89	65.5
1289.89	71.5
1290.89	60.5
1291.89	70
1292.88	70
1293.88	78
1294.88	68
1295.88	82
1296.88	98
1297.88	78
1298.88	79.5
1299.87	109
1300.87	91
1301.87	88
1302.86	93.5
1303.86	85
1304.86	82.5
1305.85	71
1306.85	77.5
1307.85	73.5
1308.84	56
1309.84	57
1310.83	66
1311.83	55.5
1312.82	22
1313.81	46
1314.81	50.5
1315.8	45
1316.8	45
1317.79	50.5
1318.78	43.5
1319.77	38
1320.77	38.5
1321.76	48
1322.75	31
1323.74	39
1324.73	35.5
1325.72	44.5
1326.72	25.5
1327.71	23
1328.7	29
1329.69	36
1330.68	13
1331.67	21.5
1332.66	32
1333.65	30
1334.63	17
1335.62	36
1336.61	15.5
1337.6	19
1338.59	31
1339.58	33
1340.56	14
1341.55	9
1342.54	29
1343.53	24
1344.51	19.5
1345.5	17
1346.48	24
1347.47	-2
1348.45	13.5
1349.44	14
1350.43	18.5
1351.41	25.5
1352.4	15.5
1353.38	24.5
1354.36	24.5
1355.35	12
1356.33	30.5
1357.31	16
1358.3	4
1359.28	19
1360.26	19
1361.25	28.5
1362.23	10
1363.21	15
1364.19	11.5
1365.17	27
1366.15	4
1367.14	22
1368.12	27
